 in % p. a.;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Wohnbaukredite an private Haushalte;6,62;6,09;5,90;5,06;5,87;5,93;5,35;4,41;3,90;3,58;3,80;4,79;5,32;3,71;2,71;2,86;2,71;2,39;2,29;2,02;1,92;1,89;1,83;1,63;1,34;1,20;1,87;3,88;3,89
